name,DateMonth,DateDay,DateYear,,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,stations
"Tequila, Mexico",6,1,2022,,92.6,62.1,76.4,88.3,62.1,75.2,49,43.4,0,0,0,,17.7,12.3,281.4,1009.9,25,11.7,351.7,30.3,10,10,2022-06-01T07:13:45,2022-06-01T20:32:58,0.07,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,2,2022,,93.1,62,77,88.9,62,75.8,52.3,47.8,0.126,100,4.17,rain,14.8,13.9,281.7,1008.5,40.8,11,338.2,29.2,10,10,2022-06-02T07:13:40,2022-06-02T20:33:21,0.11,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,3,2022,,92.2,63.8,75.3,89.4,63.8,74.7,56.1,54.8,0.157,100,16.67,rain,9.2,7.2,268.8,1009.3,43.4,13.2,302.8,26,10,30,2022-06-03T07:13:36,2022-06-03T20:33:44,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76612099999,remote"
"Tequila, Mexico",6,4,2022,,90.9,65,75.3,88.4,65,74.8,56.4,55.4,0.047,100,8.33,rain,9.6,13.9,343.4,1010.9,78.4,11.8,241.6,20.8,10,30,2022-06-04T07:13:33,2022-06-04T20:34:07,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",6,5,2022,,94.7,61.1,75.7,90.9,61.1,74.8,53.2,50.8,0.079,100,4.17,rain,14.1,11.4,251.2,1011.2,50.9,11.5,295.2,25.5,10,10,2022-06-05T07:13:32,2022-06-05T20:34:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,6,2022,,92.6,66.3,75.1,89.2,66.3,74.4,54.3,52.3,0.107,100,20.83,rain,12.8,15,311.6,1012.4,49.2,10.5,292,25.2,9,30,2022-06-06T07:13:31,2022-06-06T20:34:52,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,7,2022,,92.4,63.4,77.7,89,63.4,76.7,54.7,49.8,2.118,100,4.17,rain,22.4,11.4,286.2,1009.1,34.4,12.2,310.8,26.8,10,30,2022-06-07T07:13:31,2022-06-07T20:35:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,8,2022,,94,64.7,78.1,89.8,64.7,76.9,53.4,49.8,0,0,0,,13,9.2,281,1009.8,62.6,11.1,301.1,25.9,10,10,2022-06-08T07:13:33,2022-06-08T20:35:35,0.31,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,9,2022,,90.1,60.9,73.9,86.4,60.9,73.2,57.5,62.3,0.225,100,8.33,rain,38,26.4,133.9,1011.8,77.9,11.8,285.3,24.6,10,30,2022-06-09T07:13:35,2022-06-09T20:35:56,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,10,2022,,87.5,62.5,74.1,85.3,62.5,73.7,58.1,61.8,0.138,100,4.17,rain,14.8,10.7,48.3,1012,77.4,11.5,298.1,25.6,10,10,2022-06-10T07:13:38,2022-06-10T20:36:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,11,2022,,88.4,64.8,73.6,86.5,64.8,73.4,59.3,64.1,0.346,100,16.67,rain,25.3,11.9,289.7,1011.6,55.6,13.2,305.3,26.5,10,30,2022-06-11T07:13:42,2022-06-11T20:36:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",6,12,2022,,85.2,65.6,73,84.3,65.6,72.9,59.4,64.5,0.114,100,29.17,rain,17,13.2,303.9,1011.1,59.8,12.1,252,21.8,10,30,2022-06-12T07:13:48,2022-06-12T20:36:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",6,13,2022,,87.7,58.9,71.3,85.1,58.9,70.8,54.3,60.1,0.331,100,4.17,rain,14.5,8.6,208.3,1014.8,49,11,273.5,23.7,10,10,2022-06-13T07:13:54,2022-06-13T20:37:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,14,2022,,88.2,58.9,73.3,85.6,58.9,72.9,55.7,57,0.004,100,4.17,rain,9.2,8.9,327.9,1011.2,68,12.2,310,26.8,10,10,2022-06-14T07:14:01,2022-06-14T20:37:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,15,2022,,85.9,64.5,74.3,84,64.5,74,57.1,57.8,0.012,100,4.17,rain,12.1,13.9,93.7,1010.7,85.9,11,245.8,21.2,8,10,2022-06-15T07:14:09,2022-06-15T20:37:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,16,2022,,82.3,64.3,72.4,81.1,64.3,72.3,57.1,61,0.099,100,29.17,rain,16.3,13.9,112.5,1011.8,95,11.6,161,14,7,10,2022-06-16T07:14:17,2022-06-16T20:38:05,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,17,2022,,83.2,62.5,72.8,81.9,62.5,72.7,55.9,58.3,0.13,100,20.83,rain,9.8,9.2,127.9,1012.8,71.5,13.1,245.8,21.5,10,10,2022-06-17T07:14:27,2022-06-17T20:38:21,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,18,2022,,84.8,63.6,73.1,82.7,63.6,72.8,54.4,54.8,0.044,100,16.67,rain,9.8,9.2,136.7,1012.3,58.8,12,301.6,26.1,10,10,2022-06-18T07:14:37,2022-06-18T20:38:36,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,19,2022,,87.5,61.4,74.2,85.1,61.4,73.7,57.6,60.5,0.012,100,4.17,rain,7.6,6,163.9,1011.1,62.6,13.3,319.1,27.6,10,10,2022-06-19T07:14:49,2022-06-19T20:38:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",6,20,2022,,87.3,62.5,74.1,84.8,62.5,73.6,57.1,60,0.236,100,4.17,rain,11.2,8.1,125.9,1012.7,95.6,10.7,272.5,23.6,9,10,2022-06-20T07:15:01,2022-06-20T20:39:04,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,21,2022,,84.8,66.3,76.1,83,66.3,75.8,54.2,47.9,0.028,100,12.5,rain,8.7,13.9,62.4,1013.6,87.4,12.5,259.7,22.3,10,10,2022-06-21T07:15:13,2022-06-21T20:39:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,22,2022,,86.8,66.1,75.6,84.4,66.1,75.1,53.6,48.4,0.004,100,4.17,rain,20.1,13.9,74.8,1012,81.7,12.8,229.4,19.7,9,10,2022-06-22T07:15:27,2022-06-22T20:39:29,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,23,2022,,84.3,66.1,73.2,82.5,66.1,73.1,54.6,53.5,0.024,100,4.17,rain,14.8,9.2,88,1013,79.8,13.3,199.3,17.3,9,10,2022-06-23T07:15:41,2022-06-23T20:39:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,24,2022,,82.1,64.7,71.6,81.2,64.7,71.6,55.9,59.1,0.016,100,4.17,rain,11,16.1,152.7,1012.4,96.5,12.4,198.5,17.1,9,10,2022-06-24T07:15:56,2022-06-24T20:39:51,0.85,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,25,2022,,77.1,64.3,70.1,77.1,64.3,70.1,54.6,58.9,0,0,0,,6.7,6.9,159.7,1014.4,97.7,13.1,149.4,12.9,5,10,2022-06-25T07:16:11,2022-06-25T20:40:01,0.88,Overcast,Cloudy skies throughout the day.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,26,2022,,81.6,63.2,69.8,80.8,63.2,69.7,56.9,65.6,0.532,100,8.33,rain,9.2,7.8,282.6,1016.5,94.5,12.7,178.7,15.1,8,10,2022-06-26T07:16:28,2022-06-26T20:40:09,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",6,27,2022,,86.1,58.4,72.3,83.8,58.4,71.7,54.7,59.4,0.044,100,25,rain,9.6,11.4,128.5,1017.2,67.8,11.6,294,25.3,10,10,2022-06-27T07:16:44,2022-06-27T20:40:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,28,2022,,87.9,58.9,72.8,85.1,58.9,72.3,57,63,2.441,100,8.33,rain,24.2,12.8,108.5,1016.6,86,10.6,309.1,26.8,10,10,2022-06-28T07:17:02,2022-06-28T20:40:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,29,2022,,75.3,62.7,68.2,75.3,62.7,68.2,58.8,73,0.107,100,8.33,rain,6.3,9.2,268.4,1017.8,92.5,10.3,154.3,13.2,9,10,2022-06-29T07:17:20,2022-06-29T20:40:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",6,30,2022,,84.3,63.6,72.2,83,63.6,72,57.8,63.2,0.091,100,8.33,rain,7.2,13.9,263.4,1017,78.1,11.1,232.7,20,10,10,2022-06-30T07:17:38,2022-06-30T20:40:34,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",7,1,2022,,86.4,64.5,73.5,85.2,64.5,73.3,59.6,65.1,0.031,100,4.17,rain,8.9,6.9,238.8,1013.8,56.2,12.3,299.5,25.9,10,30,2022-07-01T07:17:57,2022-07-01T20:40:38,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,2,2022,,87.2,63.9,73,85.7,63.9,72.8,59.4,66.2,0.18,100,29.17,rain,9.8,11.4,37.2,1012.7,58.1,12.9,299.9,26,10,30,2022-07-02T07:18:17,2022-07-02T20:40:41,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",7,3,2022,,86.4,62,72.2,85.9,62,72,58.1,65.2,2.28,100,8.33,rain,9.2,18.3,79.5,1016.2,60.4,9.8,283.3,24.4,10,10,2022-07-03T07:18:36,2022-07-03T20:40:43,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",7,4,2022,,88.4,61.5,72.8,86.5,61.5,72.5,58.8,65.4,0.15,100,4.17,rain,7.8,6.7,80.4,1014.4,84.3,12,325.1,27.9,10,10,2022-07-04T07:18:57,2022-07-04T20:40:43,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,5,2022,,81.6,62.5,71.6,81.8,62.5,71.7,61.1,71.8,0.024,100,4.17,rain,7.2,6.3,236.1,1015.3,95.6,11.4,244.3,21.2,9,30,2022-07-05T07:19:17,2022-07-05T20:40:43,0.22,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",7,6,2022,,84.3,60.7,71.3,83.3,60.7,71.2,58.8,67.9,1.299,100,4.17,rain,6,8.1,181.6,1015.1,78.5,11.5,303.6,26.3,10,30,2022-07-06T07:19:38,2022-07-06T20:40:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,7,2022,,84.6,63.2,71.7,84.2,63.2,71.6,60.9,72.2,0.157,100,4.17,rain,10.7,8.9,348.1,1015.1,57.2,9.4,247.4,21.4,10,60,2022-07-07T07:20:00,2022-07-07T20:40:39,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,8,2022,,83.7,61.4,71.1,83.7,61.4,71.1,60.7,72.6,1.142,100,8.33,rain,9.6,7.2,74.9,1015.6,74.7,10.6,294.3,25.3,10,30,2022-07-08T07:20:22,2022-07-08T20:40:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76612099999,remote"
"Tequila, Mexico",7,9,2022,,86.8,62.5,72.5,85.1,62.5,72.3,59.7,67.8,0.06,100,25,rain,27.7,6.9,164.6,1016.9,60.8,12.7,316.5,27.5,10,60,2022-07-09T07:20:44,2022-07-09T20:40:31,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,10,2022,,86.4,58.9,72.9,84.4,58.9,72.5,59,67.1,0.827,100,4.17,rain,10.3,5.1,147.2,1014.6,45.1,12.6,323.3,28,10,30,2022-07-10T07:21:06,2022-07-10T20:40:26,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",7,11,2022,,87,62.3,73,85.4,62.3,72.8,58.4,63.4,0.031,100,4.17,rain,8.5,15,282.1,1016.1,47.6,10,313.4,27.1,10,30,2022-07-11T07:21:28,2022-07-11T20:40:19,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,12,2022,,86.6,60.7,72.3,85.9,60.7,72.3,60.5,69.5,0.197,100,4.17,rain,11.2,15,296.2,1013.6,64.3,10.8,311.5,27.1,10,30,2022-07-12T07:21:51,2022-07-12T20:40:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,13,2022,,85.4,63.1,69.9,85,63.1,69.9,61.4,76.5,1.331,100,8.33,rain,15.4,12.3,302.2,1014.7,80.4,11.2,247.5,21.4,10,30,2022-07-13T07:22:14,2022-07-13T20:40:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,14,2022,,84.5,58.9,71.3,83.5,58.9,71.3,59.2,69.1,0.024,100,4.17,rain,9.4,10.3,21,1014.6,49.5,12.1,307.5,26.7,10,30,2022-07-14T07:22:37,2022-07-14T20:39:52,0.53,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,15,2022,,81.6,60.9,70.3,81.6,60.9,70.3,60.1,73,1.189,100,4.17,rain,11,8.3,140.3,1015.4,94.8,11.7,264.5,22.8,10,10,2022-07-15T07:23:00,2022-07-15T20:39:41,0.56,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,16,2022,,79.8,60.9,69.3,79.8,60.9,69.3,61.5,78,0.004,100,4.17,rain,5.8,16.1,137.8,1014.7,85.3,10.6,253,21.8,9,30,2022-07-16T07:23:23,2022-07-16T20:39:28,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,17,2022,,81.4,62.7,69.9,81.9,62.7,70,61.4,76.6,0.776,100,12.5,rain,6.3,5.8,112.9,1013.4,86,10,279.3,23.9,10,30,2022-07-17T07:23:47,2022-07-17T20:39:15,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",7,18,2022,,81.8,58.9,68.1,81.5,58.9,68.1,58.6,74.5,1.524,100,8.33,rain,9.4,6.9,138.4,1017.1,68.6,10.5,329.8,28.7,10,30,2022-07-18T07:24:10,2022-07-18T20:39:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,19,2022,,84.5,58.7,70.4,84.2,58.7,70.3,56.9,65.5,0.091,100,16.67,rain,9.6,8.1,53.3,1017.3,66.4,10.2,267.4,23.2,9,60,2022-07-19T07:24:34,2022-07-19T20:38:44,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,20,2022,,84.5,62.1,70.9,85,62.1,71.1,62.2,77.8,0.193,100,25,rain,9.4,8.1,299.2,1015.7,80,11.8,272.7,23.7,9,60,2022-07-20T07:24:57,2022-07-20T20:38:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,F0749,76612099999,remote"
"Tequila, Mexico",7,21,2022,,88.8,60.3,72.2,87.5,60.3,71.8,56.6,62.5,0.229,100,8.33,rain,6.3,8.1,352.9,1014.4,45.2,11.7,315.7,27.2,10,30,2022-07-21T07:25:20,2022-07-21T20:38:09,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"F0749,76613399999,76612099999,remote"
"Tequila, Mexico",7,22,2022,,85.2,61.1,70.5,84.6,61.1,70.6,61,74.4,1.299,100,4.17,rain,13.2,11.6,20.9,1013.6,66.3,11.6,276.5,23.8,10,30,2022-07-22T07:25:44,2022-07-22T20:37:50,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,23,2022,,83.6,58.7,69.4,83.2,58.7,69.4,58.4,71.6,0.115,100,12.5,rain,14.8,12.8,12.8,1015.8,47.6,12.4,325.2,28.1,10,10,2022-07-23T07:26:07,2022-07-23T20:37:30,0.83,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,24,2022,,83.7,59.1,69.9,83.1,59.1,69.8,58,69.3,0.409,100,8.33,rain,11,11.4,101.1,1016.5,66.2,10.1,307.7,26.7,10,30,2022-07-24T07:26:31,2022-07-24T20:37:09,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,25,2022,,81.4,61.4,69.2,81.9,61.4,69.3,60.1,74.7,0.012,100,4.17,rain,5.1,18.3,142.1,1016.6,90.2,8.4,286.6,24.7,10,30,2022-07-25T07:26:54,2022-07-25T20:36:46,0.9,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,26,2022,,81.6,62.3,70.1,82.1,62.3,70.2,61.5,76.3,0.091,100,8.33,rain,4.9,5.8,288.9,1015.9,86.5,8.1,236.2,20.1,10,30,2022-07-26T07:27:17,2022-07-26T20:36:23,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,27,2022,,78.9,60.9,67.7,78.9,60.9,67.7,59.3,76.9,1.26,100,8.33,rain,6.5,6.9,277.7,1017.9,77.7,8.9,259,22.5,10,30,2022-07-27T07:27:40,2022-07-27T20:35:58,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",7,28,2022,,79.4,59.1,67.4,79.4,59.1,67.4,58.9,76.5,2.244,100,4.17,rain,4.7,12.8,100.7,1015.4,90.3,10.1,268.5,23.2,9,30,2022-07-28T07:28:03,2022-07-28T20:35:32,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"MMGL,76613399999,F0749,76612099999,remote"
"Tequila, Mexico",7,29,2022,,79.1,60.7,68.5,79.1,60.7,68.5,60.9,78.1,0.421,100,66.67,rain,4.5,4.7,350.4,1014.5,81.4,10.3,295.1,25.3,10,30,2022-07-29T07:28:26,2022-07-29T20:35:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,F0749,76613399999,76612099999,remote"
"Tequila, Mexico",7,30,2022,,79.6,61.2,68.5,79.6,61.2,68.5,59.9,76.9,0.532,100,33.33,rain,5.1,5.8,38.9,1016,83.3,10.8,314.1,27,10,30,2022-07-30T07:28:49,2022-07-30T20:34:38,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,31,2022,,80.3,60.9,68.8,81.1,60.9,68.9,59.9,75.5,0.276,100,4.17,rain,5.8,6.9,116.9,1017.2,91,9.7,265.8,23,10,60,2022-07-31T07:29:11,2022-07-31T20:34:09,0.1,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,1,2022,,81.9,60.9,69.8,81.7,60.9,69.7,59.2,71.8,1.535,100,4.17,rain,9.4,7.2,166.4,1016.9,74.7,10,300,25.9,10,30,2022-08-01T07:29:33,2022-08-01T20:33:39,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",8,2,2022,,81.8,60.2,69.8,81.6,60.2,69.8,60,73.7,1.189,100,12.5,rain,15.7,4.7,81.5,1015.1,65,11.9,323.7,27.9,10,30,2022-08-02T07:29:55,2022-08-02T20:33:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,3,2022,,82.5,60.9,67.9,82.4,60.9,67.9,59.8,77.9,1.22,100,4.17,rain,2.7,6.9,252.9,1015.7,81,9.4,330.4,28.5,10,30,2022-08-03T07:30:17,2022-08-03T20:32:36,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,4,2022,,83.6,59.3,70.2,83.7,59.3,70.3,60.8,75.3,0.15,100,37.5,rain,10.1,8.1,310.3,1014.7,48.3,11.5,330.1,28.5,10,60,2022-08-04T07:30:39,2022-08-04T20:32:03,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,5,2022,,82.3,60.3,70.3,82.7,60.3,70.3,60.5,73,0.112,100,45.83,rain,9.4,6.9,299.5,1015,62.6,11.2,324.3,27.9,10,60,2022-08-05T07:31:01,2022-08-05T20:31:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",8,6,2022,,81.4,59.3,69.3,81.8,59.3,69.3,59.7,74.2,0.906,100,4.17,rain,11.2,9.2,168.8,1014.3,60.7,11.5,300.1,25.9,10,30,2022-08-06T07:31:22,2022-08-06T20:30:55,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,7,2022,,81.9,61.2,69,82.7,61.2,69.1,59.8,74.9,0.099,100,33.33,rain,8.3,18.3,84.5,1015.4,77.9,11.8,286.3,24.7,10,30,2022-08-07T07:31:43,2022-08-07T20:30:19,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,8,2022,,82.5,61.8,70.1,82.3,61.8,70.2,60.5,74.5,0.405,100,37.5,rain,10.3,10.3,42.9,1015.4,87,10.6,308,26.7,10,30,2022-08-08T07:32:04,2022-08-08T20:29:42,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,9,2022,,80,59.1,68.1,80,59.1,68.1,59.3,75.8,1.008,100,8.33,rain,5.1,25.3,136.8,1015.5,92.5,12.3,250.6,21.5,9,30,2022-08-09T07:32:24,2022-08-09T20:29:05,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,10,2022,,78.3,60.9,67.9,78.3,60.9,67.9,61.5,81,0.811,100,8.33,rain,5.6,5.8,69,1017.1,87.4,8.9,286.1,24.7,10,30,2022-08-10T07:32:44,2022-08-10T20:28:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,11,2022,,80.9,60.5,69.8,80.9,60.5,69.8,59.5,72.8,0.146,100,25,rain,5.4,5.1,97.3,1016.2,94.7,13.1,294.2,25.3,9,30,2022-08-11T07:33:05,2022-08-11T20:27:47,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,12,2022,,83.7,62,70.7,82.9,62,70.8,60.9,74.6,0.192,100,25,rain,9.2,7.2,229.1,1014.5,86.9,11.6,312.1,26.9,10,60,2022-08-12T07:33:24,2022-08-12T20:27:07,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76612099999,remote"
"Tequila, Mexico",8,13,2022,,82.7,60.5,69.9,83.1,60.5,70.1,62,78.3,0.351,100,33.33,rain,9.2,8.7,278.1,1015.4,79.4,11,301.1,26.1,10,60,2022-08-13T07:33:44,2022-08-13T20:26:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,14,2022,,80.3,59.6,68.1,81.3,59.6,68.1,60.8,79.6,0.079,100,4.17,rain,7.8,11.4,310.7,1014.8,78.3,11.5,292.6,25.1,10,30,2022-08-14T07:34:03,2022-08-14T20:25:44,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,15,2022,,77.1,62.1,67.3,77.1,62.1,67.3,61.9,83.9,0.838,100,8.33,rain,11.2,5.4,226,1013.6,95.9,10,210.8,18.3,10,30,2022-08-15T07:34:22,2022-08-15T20:25:01,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,"76613399999,76612099999,remote"
