title,Date20,YR2020,AC20,AP20,YR20,Date21,YR2021,AC21,AP21,YR21,YR2022,AC22,AP22,YR22,PATTL,PROJ23,ACT23
Casamigos Tequila Reposado,1/1/2020,2020,81,75,78,1/1/2021,2021,79,76,78,2022,89,75,82,75.33333333,75,75
Casazul Tequila Aejo,1/1/2020,2020,72,NA,#VALUE!,1/1/2021,2021,76,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Casazul Tequila Extra Aejo,1/1/2020,2020,83,80,82,1/1/2021,2021,86,77,82,2022,86,76,81,77.66666667,78,77
Casazul Tequila Reposado,1/1/2020,2020,75,68,72,1/1/2021,2021,72,66,69,2022,77,64,71,66,66,66
Casazul Tequila Silver,1/1/2020,2020,76,70,73,1/1/2021,2021,73,69,71,2022,82,75,79,71.33333333,71,71
Cascahuin Cerro De Luz Blanco,1/1/2020,2020,91,92,92,1/1/2021,2021,85,96,91,2022,95,99,97,95.66666667,96,95
Cascahun Aejo,1/1/2020,2020,83,85,84,1/1/2021,2021,78,89,84,2022,87,92,90,88.66666667,89,88
Cascahun Aniversario Blanco,1/1/2020,2020,90,91,91,1/1/2021,2021,98,93,96,2022,98,98,98,94,94,94
Cascahun Blanco,1/1/2020,2020,86,87,87,1/1/2021,2021,93,82,88,2022,86,95,91,88,88,88
Cascahun Extra Aejo,1/1/2020,2020,88,91,90,1/1/2021,2021,83,98,91,2022,96,86,91,91.66666667,92,91
Cascahun Extra Aejo - French Oak,1/1/2020,2020,87,89,88,1/1/2021,2021,85,91,88,2022,82,83,83,87.66666667,88,87
Cascahun Plata 48%,1/1/2020,2020,88,90,89,1/1/2021,2021,91,90,91,2022,82,84,83,88,88,88
Cascahun Reposado,1/1/2020,2020,83,86,85,1/1/2021,2021,90,92,91,2022,86,94,90,90.66666667,91,90
Cascahun Tahona Blanco,1/1/2020,2020,89,90,90,1/1/2021,2021,94,95,95,2022,89,94,92,93,93,93
Cascahun Tahona Reposado,1/1/2020,2020,87,88,88,1/1/2021,2021,92,94,93,2022,90,88,89,90,90,90
Cascahun Tequila Blanco - 11 Brix,1/1/2020,2020,91,90,91,1/1/2021,2021,96,87,92,2022,100,93,97,90,90,90
Casco Viejo Blanco,1/1/2020,2020,74,62,68,1/1/2021,2021,76,66,71,2022,81,63,72,63.66666667,64,63
Casco Viejo Gold,1/1/2020,2020,89,77,83,1/1/2021,2021,96,75,86,2022,92,81,87,77.66666667,78,77
Casco Viejo Reposado,1/1/2020,2020,79,76,78,1/1/2021,2021,74,80,77,2022,81,83,82,79.66666667,80,79
Casino Azul Aejo,1/1/2020,2020,75,80,78,1/1/2021,2021,75,81,78,2022,74,81,78,80.66666667,81,80
Casino Azul Reposado,1/1/2020,2020,70,70,70,1/1/2021,2021,67,73,70,2022,66,73,70,72,72,72
Casino Azul Silver,1/1/2020,2020,71,79,75,1/1/2021,2021,69,76,73,2022,70,75,73,76.66666667,77,76
Casino Azul Tequila Extra Anejo,1/1/2020,2020,76,76,76,1/1/2021,2021,81,77,79,2022,77,80,79,77.66666667,78,77
Casta - Worm Bottle Aejo,1/1/2020,2020,73,84,79,1/1/2021,2021,80,85,83,2022,80,88,84,85.66666667,86,85
Casta - Worm Bottle Reposado,1/1/2020,2020,72,79,76,1/1/2021,2021,73,74,74,2022,77,78,78,77,77,77
Casta Negra Reposado,1/1/2020,2020,NA,82,#VALUE!,1/1/2021,2021,#VALUE!,80,#VALUE!,2022,#VALUE!,83,#VALUE!,81.66666667,82,81
Casta Pasin Aejo,1/1/2020,2020,79,67,73,1/1/2021,2021,77,63,70,2022,84,65,75,65,65,65
Casta Pasin Blanco,1/1/2020,2020,74,NA,#VALUE!,1/1/2021,2021,70,#VALUE!,#VALUE!,2022,75,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Casta Pasin Reposado,1/1/2020,2020,75,83,79,1/1/2021,2021,80,88,84,2022,78,84,81,85,85,85
Casta Pasin Worm Bottle Aejo,1/1/2020,2020,87,81,84,1/1/2021,2021,88,86,87,2022,92,86,89,84.33333333,84,84
Castelan Aejo,1/1/2020,2020,88,79,84,1/1/2021,2021,91,80,86,2022,93,77,85,78.66666667,79,78
Catador Blanco,1/1/2020,2020,NA,88,#VALUE!,1/1/2021,2021,#VALUE!,82,#VALUE!,2022,#VALUE!,96,#VALUE!,88.66666667,89,88
Catador Reposado,1/1/2020,2020,75,85,80,1/1/2021,2021,75,86,81,2022,79,89,84,86.66666667,87,86
Cava Antigua Aejo,1/1/2020,2020,80,73,77,1/1/2021,2021,80,71,76,2022,79,69,74,71,71,71
Cava Antigua Extra Aged,1/1/2020,2020,85,83,84,1/1/2021,2021,91,84,88,2022,83,85,84,84,84,84
Cava Antigua Reposado,1/1/2020,2020,82,73,78,1/1/2021,2021,89,73,81,2022,78,76,77,74,74,74
Cava Antigua Silver,1/1/2020,2020,74,74,74,1/1/2021,2021,76,77,77,2022,77,77,77,76,76,76
Cava Don Anastacio Aejo,1/1/2020,2020,82,82,82,1/1/2021,2021,84,88,86,2022,78,81,80,83.66666667,84,83
Cava Don Anastacio Blanco,1/1/2020,2020,81,84,83,1/1/2021,2021,81,82,82,2022,79,85,82,83.66666667,84,83
Cava Don Anastacio Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,83,83,83,2022,89,81,85,83,83,83
Cava de Oro Aejo,1/1/2020,2020,83,76,80,1/1/2021,2021,90,82,86,2022,88,83,86,80.33333333,80,80
Cava de Oro Barrica Selecta Cask Strength Extra Aejo,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,81,#VALUE!,#VALUE!,2022,91,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cava de Oro Extra Aejo,1/1/2020,2020,88,76,82,1/1/2021,2021,89,82,86,2022,82,76,79,78,78,78
Cava de Oro Extra Aejo Cristalino,1/1/2020,2020,84,75,80,1/1/2021,2021,92,72,82,2022,86,77,82,74.66666667,75,74
Cava de Oro Plata,1/1/2020,2020,76,64,70,1/1/2021,2021,75,62,69,2022,74,65,70,63.66666667,64,63
Cava de Oro Plata Tahona,1/1/2020,2020,75,67,71,1/1/2021,2021,79,72,76,2022,71,67,69,68.66666667,69,68
Cava de Oro Reposado,1/1/2020,2020,80,74,77,1/1/2021,2021,81,76,79,2022,88,77,83,75.66666667,76,75
Cava del Volcan Aejo,1/1/2020,2020,85,78,82,1/1/2021,2021,92,84,88,2022,81,83,82,81.66666667,82,81
Cava del Volcan Blanco,1/1/2020,2020,81,NA,#VALUE!,1/1/2021,2021,77,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cazadores 100-Year Estate Release,1/1/2020,2020,77,NA,#VALUE!,1/1/2021,2021,72,#VALUE!,#VALUE!,2022,76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cazadores Extra Aejo,1/1/2020,2020,78,76,77,1/1/2021,2021,81,71,76,2022,81,76,79,74.33333333,74,74
Cazadores Reposado (NOM 1128),1/1/2020,2020,81,90,86,1/1/2021,2021,82,95,89,2022,76,84,80,89.66666667,90,89
Cazadores Tequila Aejo,1/1/2020,2020,74,69,72,1/1/2021,2021,71,65,68,2022,69,67,68,67,67,67
Cazadores Tequila Aejo Cristalino,1/1/2020,2020,78,51,65,1/1/2021,2021,74,49,62,2022,83,52,68,50.66666667,51,50
Cazadores Tequila Blanco,1/1/2020,2020,66,58,62,1/1/2021,2021,67,61,64,2022,69,61,65,60,60,60
Cazadores Tequila Blanco (Dia de los Muertos Edition),1/1/2020,2020,71,54,63,1/1/2021,2021,78,53,66,2022,69,55,62,54,54,54
Cazadores Tequila Reposado,1/1/2020,2020,71,63,67,1/1/2021,2021,67,64,66,2022,68,66,67,64.33333333,64,64
Cazcabel Reposado,1/1/2020,2020,82,NA,#VALUE!,1/1/2021,2021,82,#VALUE!,#VALUE!,2022,83,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cazcanes No. 10 Still Strength Blanco,1/1/2020,2020,88,88,88,1/1/2021,2021,89,82,86,2022,82,89,86,86.33333333,86,86
Cazcanes No. 7 Aejo,1/1/2020,2020,88,86,87,1/1/2021,2021,87,90,89,2022,92,86,89,87.33333333,87,87
Cazcanes No. 7 Blanco,1/1/2020,2020,88,86,87,1/1/2021,2021,84,89,87,2022,84,94,89,89.66666667,90,89
Cazcanes No. 7 Reposado,1/1/2020,2020,88,87,88,1/1/2021,2021,89,89,89,2022,89,83,86,86.33333333,86,86
Cazcanes No. 9 Blanco,1/1/2020,2020,85,85,85,1/1/2021,2021,91,88,90,2022,85,82,84,85,85,85
Cazcanes No. 9 Extra Aejo,1/1/2020,2020,91,88,90,1/1/2021,2021,91,91,91,2022,86,82,84,87,87,87
Cazcanes No. 9 Reposado,1/1/2020,2020,87,87,87,1/1/2021,2021,89,91,90,2022,84,94,89,90.66666667,91,90
Cazcanes No.9 Joven,1/1/2020,2020,88,88,88,1/1/2021,2021,87,90,89,2022,94,93,94,90.33333333,90,90
Cazul 100 Aejo Reserva,1/1/2020,2020,73,76,75,1/1/2021,2021,73,74,74,2022,79,77,78,75.66666667,76,75
Cazul 100 Reposado Reserva,1/1/2020,2020,71,74,73,1/1/2021,2021,72,69,71,2022,73,73,73,72,72,72
Cazul 100 Reserva Extra Aejo,1/1/2020,2020,82,86,84,1/1/2021,2021,88,91,90,2022,80,94,87,90.33333333,90,90
Cazul 100 Silver Reserva,1/1/2020,2020,72,67,70,1/1/2021,2021,70,63,67,2022,67,69,68,66.33333333,66,66
Cazul Sol Gold,1/1/2020,2020,35,NA,#VALUE!,1/1/2021,2021,36,#VALUE!,#VALUE!,2022,36,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cazul Sol Silver,1/1/2020,2020,61,NA,#VALUE!,1/1/2021,2021,57,#VALUE!,#VALUE!,2022,67,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cenote Cristalino Aejo,1/1/2020,2020,83,69,76,1/1/2021,2021,89,67,78,2022,87,73,80,69.66666667,70,69
Cenote Tequila Aejo,1/1/2020,2020,82,84,83,1/1/2021,2021,82,88,85,2022,82,90,86,87.33333333,87,87
Cenote Tequila Blanco,1/1/2020,2020,77,74,76,1/1/2021,2021,81,77,79,2022,76,80,78,77,77,77
Cenote Tequila Reposado,1/1/2020,2020,79,79,79,1/1/2021,2021,84,80,82,2022,76,77,77,78.66666667,79,78
Centinela 3 Year,1/1/2020,2020,86,89,88,1/1/2021,2021,80,87,84,2022,87,91,89,89,89,89
Centinela Aejo,1/1/2020,2020,81,86,84,1/1/2021,2021,86,86,86,2022,86,85,86,85.66666667,86,85
Centinela Aejo (Square Bottle),1/1/2020,2020,80,81,81,1/1/2021,2021,81,77,79,2022,78,88,83,82,82,82
Centinela Blanco,1/1/2020,2020,75,86,81,1/1/2021,2021,82,88,85,2022,76,82,79,85.33333333,85,85
Centinela Blanco (Square Bottle),1/1/2020,2020,78,81,80,1/1/2021,2021,85,77,81,2022,82,77,80,78.33333333,78,78
Centinela Imperial Reposado,1/1/2020,2020,80,NA,#VALUE!,1/1/2021,2021,81,#VALUE!,#VALUE!,2022,80,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Centinela Reposado,1/1/2020,2020,79,86,83,1/1/2021,2021,85,82,84,2022,80,85,83,84.33333333,84,84
Centinela Reposado (Square Bottle),1/1/2020,2020,77,81,79,1/1/2021,2021,75,86,81,2022,84,79,82,82,82,82
Centurin Imperial Blanco,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,85,#VALUE!,#VALUE!,2022,91,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cesar Monterrey Tequila Aejo Reserva,1/1/2020,2020,NA,84,#VALUE!,1/1/2021,2021,#VALUE!,88,#VALUE!,2022,#VALUE!,80,#VALUE!,84,84,84
Cesar Monterrey Tequila Blanco Reserva,1/1/2020,2020,75,85,80,1/1/2021,2021,71,83,77,2022,73,87,80,85,85,85
Cesar Monterrey Tequila Reposado Reserva,1/1/2020,2020,NA,82,#VALUE!,1/1/2021,2021,#VALUE!,80,#VALUE!,2022,#VALUE!,82,#VALUE!,81.33333333,81,81
Chamucos Aejo,1/1/2020,2020,81,82,82,1/1/2021,2021,77,81,79,2022,79,83,81,82,82,82
Chamucos Blanco,1/1/2020,2020,80,80,80,1/1/2021,2021,78,75,77,2022,88,78,83,77.66666667,78,77
Chamucos Diablo Blanco,1/1/2020,2020,86,84,85,1/1/2021,2021,82,82,82,2022,94,91,93,85.66666667,86,85
Chamucos Extra Aejo,1/1/2020,2020,86,87,87,1/1/2021,2021,85,88,87,2022,89,86,88,87,87,87
Chamucos Reposado,1/1/2020,2020,80,78,79,1/1/2021,2021,77,82,80,2022,82,85,84,81.66666667,82,81
Chaquira Beaded Jaquar Aejo,1/1/2020,2020,NA,83,#VALUE!,1/1/2021,2021,#VALUE!,82,#VALUE!,2022,#VALUE!,84,#VALUE!,83,83,83
Chaquira Beaded Jaquar Reposado,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,88,#VALUE!,#VALUE!,2022,91,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Chaquira, Reserva de Jaguar Extra Aejo",1/1/2020,2020,89,88,89,1/1/2021,2021,83,88,86,2022,85,91,88,89,89,89
Charbay Blanco,1/1/2020,2020,85,88,87,1/1/2021,2021,88,95,92,2022,93,90,92,91,91,91
Chile Caliente Aejo,1/1/2020,2020,81,NA,#VALUE!,1/1/2021,2021,77,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Chile Caliente Blanco,1/1/2020,2020,86,71,79,1/1/2021,2021,88,67,78,2022,84,72,78,70,70,70
Chile Caliente Reposado,1/1/2020,2020,79,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,79,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Chinaco Aejo,1/1/2020,2020,82,78,80,1/1/2021,2021,77,76,77,2022,81,82,82,78.66666667,79,78
Chinaco Blanco,1/1/2020,2020,74,74,74,1/1/2021,2021,78,75,77,2022,70,70,70,73,73,73
Chinaco Negro Extra Aejo,1/1/2020,2020,86,85,86,1/1/2021,2021,82,89,86,2022,92,93,93,89,89,89
Chinaco Reposado,1/1/2020,2020,78,78,78,1/1/2021,2021,76,77,77,2022,84,81,83,78.66666667,79,78
Chula Parranda Aejo,1/1/2020,2020,87,76,82,1/1/2021,2021,90,73,82,2022,91,76,84,75,75,75
Chula Parranda Blanco,1/1/2020,2020,80,73,77,1/1/2021,2021,81,77,79,2022,81,78,80,76,76,76
Chula Parranda Extra Aejo,1/1/2020,2020,88,82,85,1/1/2021,2021,88,86,87,2022,82,77,80,81.66666667,82,81
Chula Parranda Reposado,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,83,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cierto Tequila  Private Collection Reposado,1/1/2020,2020,88,82,85,1/1/2021,2021,87,88,88,2022,84,78,81,82.66666667,83,82
Cierto Tequila Private Collection Aejo,1/1/2020,2020,87,81,84,1/1/2021,2021,93,84,89,2022,92,80,86,81.66666667,82,81
Cierto Tequila Private Collection Blanco,1/1/2020,2020,86,77,82,1/1/2021,2021,89,80,85,2022,92,84,88,80.33333333,80,80
Cierto Tequila Private Collection Extra Aejo,1/1/2020,2020,88,86,87,1/1/2021,2021,84,88,86,2022,90,85,88,86.33333333,86,86
Cimarron Aejo (Square Bottle),1/1/2020,2020,NA,82,#VALUE!,1/1/2021,2021,#VALUE!,85,#VALUE!,2022,#VALUE!,82,#VALUE!,83,83,83
Cimarron Blanco,1/1/2020,2020,82,82,82,1/1/2021,2021,88,82,85,2022,82,85,84,83,83,83
Cimarron Reposado,1/1/2020,2020,83,82,83,1/1/2021,2021,89,84,87,2022,80,83,82,83,83,83
Cimarron Tequila Aejo Cristalino,1/1/2020,2020,82,83,83,1/1/2021,2021,87,82,85,2022,81,84,83,83,83,83
Cinco Blancos Aejo,1/1/2020,2020,78,87,83,1/1/2021,2021,80,83,82,2022,75,91,83,87,87,87
Cinco Blancos Reposado,1/1/2020,2020,85,82,84,1/1/2021,2021,83,87,85,2022,86,84,85,84.33333333,84,84
Cinco Perros Tequila Plata,1/1/2020,2020,85,73,79,1/1/2021,2021,80,69,75,2022,83,72,78,71.33333333,71,71
Cinco Perros Tequila Reposado,1/1/2020,2020,84,61,73,1/1/2021,2021,81,64,73,2022,92,64,78,63,63,63
Cincoro Tequila Aejo,1/1/2020,2020,81,62,72,1/1/2021,2021,87,59,73,2022,76,60,68,60.33333333,60,60
Cincoro Tequila Blanco,1/1/2020,2020,73,60,67,1/1/2021,2021,77,58,68,2022,79,66,73,61.33333333,61,61
Cincoro Tequila Extra Aejo,1/1/2020,2020,83,62,73,1/1/2021,2021,81,66,74,2022,85,59,72,62.33333333,62,62
Cincoro Tequila Gold,1/1/2020,2020,89,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,89,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cincoro Tequila Reposado,1/1/2020,2020,76,61,69,1/1/2021,2021,74,62,68,2022,83,67,75,63.33333333,63,63
Circulo Tequila Reposado,1/1/2020,2020,82,77,80,1/1/2021,2021,84,76,80,2022,86,72,79,75,75,75
Circulo Tequila Silver,1/1/2020,2020,81,75,78,1/1/2021,2021,84,74,79,2022,83,70,77,73,73,73
Clase Azul Aejo,1/1/2020,2020,84,68,76,1/1/2021,2021,91,65,78,2022,84,70,77,67.66666667,68,67
Clase Azul Gold,1/1/2020,2020,85,80,83,1/1/2021,2021,88,75,82,2022,93,83,88,79.33333333,79,79
Clase Azul Pink Reposado,1/1/2020,2020,86,81,84,1/1/2021,2021,84,82,83,2022,86,80,83,81,81,81
Clase Azul Plata,1/1/2020,2020,81,66,74,1/1/2021,2021,79,63,71,2022,83,68,76,65.66666667,66,65
Clase Azul Reposado,1/1/2020,2020,86,73,80,1/1/2021,2021,88,77,83,2022,84,76,80,75.33333333,75,75
Clase Azul Ultra,1/1/2020,2020,86,74,80,1/1/2021,2021,86,79,83,2022,81,78,80,77,77,77
Clasico de Centinela Blanco,1/1/2020,2020,78,76,77,1/1/2021,2021,73,80,77,2022,76,78,77,78,78,78
Clasico de Centinela Reposado,1/1/2020,2020,77,80,79,1/1/2021,2021,75,81,78,2022,79,84,82,81.66666667,82,81
Coa de Azul Aejo,1/1/2020,2020,59,82,71,1/1/2021,2021,59,83,71,2022,55,90,73,85,85,85
Cobalto Aejo Organic,1/1/2020,2020,79,88,84,1/1/2021,2021,81,86,84,2022,82,82,82,85.33333333,85,85
Cobalto Blanco Organic,1/1/2020,2020,83,84,84,1/1/2021,2021,89,80,85,2022,78,89,84,84.33333333,84,84
Cobalto Reposado Organic,1/1/2020,2020,85,86,86,1/1/2021,2021,90,86,88,2022,80,88,84,86.66666667,87,86
Cocollan Aejo,1/1/2020,2020,89,NA,#VALUE!,1/1/2021,2021,94,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Codicia Reposado,1/1/2020,2020,NA,81,#VALUE!,1/1/2021,2021,#VALUE!,80,#VALUE!,2022,#VALUE!,82,#VALUE!,81,81,81
Codigo 1316 Master Premium Aejo,1/1/2020,2020,86,61,74,1/1/2021,2021,91,65,78,2022,94,62,78,62.66666667,63,62
Codigo 1316 Master Premium Cristalino Extra Aejo,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Codigo 1316 Master Premium Extra Aejo,1/1/2020,2020,89,66,78,1/1/2021,2021,91,65,78,2022,88,65,77,65.33333333,65,65
Codigo 1316 Master Premium Reposado,1/1/2020,2020,82,65,74,1/1/2021,2021,89,66,78,2022,85,64,75,65,65,65
Codigo 1530 Aejo,1/1/2020,2020,83,84,84,1/1/2021,2021,91,89,90,2022,85,84,85,85.66666667,86,85
Codigo 1530 Barrel Strength Aejo,1/1/2020,2020,87,87,87,1/1/2021,2021,89,89,89,2022,93,92,93,89.33333333,89,89
Codigo 1530 Blanco,1/1/2020,2020,80,81,81,1/1/2021,2021,79,81,80,2022,87,78,83,80,80,80
Codigo 1530 Origen Extra Aejo,1/1/2020,2020,86,85,86,1/1/2021,2021,90,83,87,2022,84,89,87,85.66666667,86,85
Codigo 1530 Reposado,1/1/2020,2020,81,81,81,1/1/2021,2021,82,86,84,2022,81,78,80,81.66666667,82,81
Codigo 1530 Rosa,1/1/2020,2020,79,77,78,1/1/2021,2021,78,83,81,2022,77,74,76,78,78,78
Codigo 1530 Rosa Blanco (Old Town Tequila Edition),1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,71,#VALUE!,#VALUE!,2022,76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Codigo 1530 Still Strength Blanco,1/1/2020,2020,86,87,87,1/1/2021,2021,88,92,90,2022,87,92,90,90.33333333,90,90
Coleccin Privada de La Familia 2012,1/1/2020,2020,81,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,86,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Compoveda Blanco,1/1/2020,2020,82,85,84,1/1/2021,2021,90,91,91,2022,86,93,90,89.66666667,90,89
Compoveda Extra Aejo,1/1/2020,2020,84,77,81,1/1/2021,2021,84,80,82,2022,91,84,88,80.33333333,80,80
Compoveda Reposado,1/1/2020,2020,83,84,84,1/1/2021,2021,87,82,85,2022,82,82,82,82.66666667,83,82
Compoveda Rosa,1/1/2020,2020,81,84,83,1/1/2021,2021,82,82,82,2022,86,81,84,82.33333333,82,82
Con Alma de Mujer Extra Aejo,1/1/2020,2020,88,NA,#VALUE!,1/1/2021,2021,90,#VALUE!,#VALUE!,2022,96,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Con Alma de Mujer Tequila Aejo,1/1/2020,2020,83,55,69,1/1/2021,2021,85,57,71,2022,83,55,69,55.66666667,56,55
Con Alma de Mujer Tequila Blanco,1/1/2020,2020,90,67,79,1/1/2021,2021,99,71,85,2022,86,72,79,70,70,70
Contigo Plata,1/1/2020,2020,79,67,73,1/1/2021,2021,86,65,76,2022,80,68,74,66.66666667,67,66
Copita Tequila Reposado,1/1/2020,2020,64,NA,#VALUE!,1/1/2021,2021,63,#VALUE!,#VALUE!,2022,67,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Corazon Aejo Tequila,1/1/2020,2020,74,72,73,1/1/2021,2021,71,73,72,2022,80,73,77,72.66666667,73,72
Corazon Blanco Tequila,1/1/2020,2020,71,68,70,1/1/2021,2021,72,72,72,2022,72,72,72,70.66666667,71,70
Corazon Limited Edition Aejo,1/1/2020,2020,77,86,82,1/1/2021,2021,79,83,81,2022,76,93,85,87.33333333,87,87
Corazon Maya Pasion,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Corazon Reposado Tequila,1/1/2020,2020,75,75,75,1/1/2021,2021,75,76,76,2022,73,71,72,74,74,74
Corazon Single Estate Aejo,1/1/2020,2020,77,75,76,1/1/2021,2021,72,81,77,2022,74,77,76,77.66666667,78,77
Corazon Single Estate Blanco,1/1/2020,2020,80,80,80,1/1/2021,2021,81,77,79,2022,82,81,82,79.33333333,79,79
Corazon Single Estate Extra Aejo,1/1/2020,2020,84,76,80,1/1/2021,2021,80,81,81,2022,92,76,84,77.66666667,78,77
Corazon Single Estate Reposado,1/1/2020,2020,80,80,80,1/1/2021,2021,83,83,83,2022,85,79,82,80.66666667,81,80
Corazon de Mexico Reposado Tequila,1/1/2020,2020,78,83,81,1/1/2021,2021,83,82,83,2022,84,89,87,84.66666667,85,84
Corralejo 1821 Extra Aejo,1/1/2020,2020,82,81,82,1/1/2021,2021,87,78,83,2022,89,84,87,81,81,81
"Corralejo 99,000 Horas",1/1/2020,2020,81,75,78,1/1/2021,2021,77,78,78,2022,82,73,78,75.33333333,75,75
Corralejo Aejo,1/1/2020,2020,75,67,71,1/1/2021,2021,77,64,71,2022,75,73,74,68,68,68
Corralejo Blanco,1/1/2020,2020,70,66,68,1/1/2021,2021,66,64,65,2022,66,72,69,67.33333333,67,67
Corralejo Extra Aejo,1/1/2020,2020,79,76,78,1/1/2021,2021,82,81,82,2022,83,75,79,77.33333333,77,77
Corralejo Reposado,1/1/2020,2020,75,67,71,1/1/2021,2021,77,66,72,2022,78,70,74,67.66666667,68,67
Corralejo Reposado Triple Distilled,1/1/2020,2020,72,66,69,1/1/2021,2021,67,69,68,2022,72,69,71,68,68,68
Corrido Aejo,1/1/2020,2020,87,86,87,1/1/2021,2021,93,92,93,2022,88,85,87,87.66666667,88,87
Corrido Blanco,1/1/2020,2020,84,87,86,1/1/2021,2021,88,81,85,2022,86,86,86,84.66666667,85,84
Corrido Extra Aejo,1/1/2020,2020,87,83,85,1/1/2021,2021,93,88,91,2022,85,89,87,86.66666667,87,86
Corrido Reposado,1/1/2020,2020,85,87,86,1/1/2021,2021,89,86,88,2022,83,89,86,87.33333333,87,87
Corzo Aejo Tequila,1/1/2020,2020,76,68,72,1/1/2021,2021,79,70,75,2022,78,69,74,69,69,69
Corzo Reposado Tequila,1/1/2020,2020,73,68,71,1/1/2021,2021,77,72,75,2022,74,67,71,69,69,69
Corzo Silver Tequila,1/1/2020,2020,74,65,70,1/1/2021,2021,74,65,70,2022,69,63,66,64.33333333,64,64
Costa Tequila Blanco,1/1/2020,2020,85,88,87,1/1/2021,2021,83,91,87,2022,81,88,85,89,89,89
Costa Tequila Reposado,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Creencias Blanco,1/1/2020,2020,78,77,78,1/1/2021,2021,79,81,80,2022,75,82,79,80,80,80
Creencias Reposado,1/1/2020,2020,81,76,79,1/1/2021,2021,84,81,83,2022,83,79,81,78.66666667,79,78
Crotalo Gran Reserva Extra Aejo (8 year),1/1/2020,2020,89,89,89,1/1/2021,2021,84,86,85,2022,88,90,89,88.33333333,88,88
Crotalo Tequila Aejo,1/1/2020,2020,87,87,87,1/1/2021,2021,84,84,84,2022,84,88,86,86.33333333,86,86
Crotalo Tequila Extra Aejo Gran Reserva,1/1/2020,2020,86,85,86,1/1/2021,2021,90,84,87,2022,94,90,92,86.33333333,86,86
Crotalo Tequila Extra Aejo Reserva,1/1/2020,2020,91,89,90,1/1/2021,2021,86,91,89,2022,90,86,88,88.66666667,89,88
Crotalo Tequila Plata,1/1/2020,2020,80,82,81,1/1/2021,2021,88,82,85,2022,85,79,82,81,81,81
Crotalo Tequila Reposado,1/1/2020,2020,79,84,82,1/1/2021,2021,78,87,83,2022,83,79,81,83.33333333,83,83
Crotalo Tres Marcos 3-5-7 Extra Aejo,1/1/2020,2020,86,86,86,1/1/2021,2021,86,82,84,2022,91,88,90,85.33333333,85,85
Cruz Tequila Aejo,1/1/2020,2020,85,89,87,1/1/2021,2021,84,94,89,2022,90,87,89,90,90,90
Cruz Tequila Reposado,1/1/2020,2020,78,78,78,1/1/2021,2021,80,82,81,2022,78,74,76,78,78,78
Cruz Tequila Silver,1/1/2020,2020,73,81,77,1/1/2021,2021,74,77,76,2022,70,78,74,78.66666667,79,78
